results,dba_name,license_number,inspection_date,facility_type,risk,zip,latitude,longitude,v_cumsum,v_cumsum_cs
Fail,DONA TOLA,2684259,01/02/2020,Restaurant,1,60613,41.95034913354049,-87.66396116151019,0,0
Pass,KIKKA @ WHOLE FOODS STREETERVILLE,2373596,01/03/2018,Restaurant,1,60611,41.891689839806666,-87.62044413482636,0,0
Pass,WALGREENS # 09001,1542416,01/03/2018,Grocery Store,3,60601,41.88549078428762,-87.63082227177384,0,0
Fail,Gin Sen,2863232,01/03/2023,Restaurant,1,60647,41.91949090356442,-87.67783010976112,7,2
Pass,"LOS ARCOS AUTHENTIC MEXICAN FOOD, INC.",2886566,01/03/2023,Restaurant,1,60640,41.982461137454926,-87.66839934788841,0,0
Pass,"LOS ARCOS AUTHENTIC MEXICAN FOOD, INC.",2886567,01/03/2023,Restaurant,1,60640,41.982461137454926,-87.66839934788841,0,0
Pass,"LOS ARCOS AUTHENTIC MEXICAN FOOD, INC.",2232454,01/03/2023,Restaurant,1,60640,41.982461137454926,-87.66839934788841,1,0
Pass,Dunkin Donuts,2202879,01/04/2013,Restaurant,2,60622,41.91796074174603,-87.67270436980655,0,0
Pass,HIM SHIKAR,2147560,01/04/2018,Restaurant,1,60646,41.99081932749717,-87.74818192225709,1,0
Pass,SUBWAY,1573944,01/04/2022,Restaurant,1,60622,41.905131758861906,-87.66768922073551,1,0
Fail,SHOP-N-SAVE,2767279,01/04/2023,Grocery Store,2,60619,41.765501123078735,-87.62017368759007,13,3
Pass,ROTI MODERN MEDITERRANEAN,2470641,01/04/2023,Restaurant,1,60601,41.885847208704554,-87.62509485736301,1,0
Pass,DON PABLO'S KITCHEN AND BAKESHOP,2822972,01/04/2023,Restaurant,1,60640,41.97319805257552,-87.65524806242914,7,0
Pass,SWEET MAPLE CAFE,76798,01/04/2023,Restaurant,1,60607,41.869242742082626,-87.66079656924279,4,0
Fail,BIG BOSS SPICY FRIED CHICKEN,2807954,01/04/2023,Restaurant,1,60608,41.84638121795965,-87.64661301435865,16,4
Fail,STEVE'S LOUNGE,833,01/04/2023,Restaurant,1,60633,41.655416650555715,-87.54729079495272,19,1
Fail,STARBUCKS COFFEE #47362,2766559,01/04/2023,Restaurant,2,60608,41.83773645864835,-87.64641676369209,2,1
Pass,MCDONALDS,2882419,01/04/2023,Restaurant,2,60629,41.78889143422201,-87.70327959216557,0,0
Pass,AL - JOUD INVESTMENT,2882673,01/04/2023,Grocery Store,3,60651,41.902468382006454,-87.7264432559915,6,1
Fail,SAVE A LOT,2830633,01/04/2023,Grocery Store,2,60628,41.69954741466738,-87.64275191512002,6,1
Fail,CHAYHANA,2442858,01/04/2023,Restaurant,1,60618,41.95394859951932,-87.68539017232962,10,2
Pass,TARGET STORE T3349,2723527,01/04/2023,Grocery Store,3,60614,41.921779974420936,-87.64366314188526,3,0
Fail,PORKCHOP RESTAURANT AND BAR,2851433,01/04/2023,Restaurant,1,60660,41.997594186195435,-87.66034486500234,10,3
Fail,SUPERMERCADO LA RAZA CORP,2767138,01/04/2023,Grocery Store,1,60609,41.80847785608591,-87.66674535125476,6,2
Fail,PHLOUR BAKERY AND CAFE,2522179,01/04/2023,Bakery,1,60660,41.98373915183195,-87.65964672940271,4,2
Fail,SWEETGREEN,2886570,01/04/2023,Restaurant,1,60647,41.92673659835983,-87.70382782692913,1,0
Pass,EVERYDAY FRIDAY DEALS CHICAGO INC.,2886532,01/04/2023,Grocery Store,3,60639,41.9311212237607,-87.76955418373417,2,0
Fail,O'LEARY'S PUBLIC HOUSE,32939,01/04/2023,Restaurant,1,60654,41.89198922796648,-87.63393057860532,11,3
Fail,7- ELEVEN,46905,01/04/2023,Grocery Store,2,60605,41.87448116568133,-87.62935653990546,4,2
Fail,"SUPERMERCADO SANCHEZ, INC.",1648074,01/04/2023,Grocery Store,1,60629,41.78649619589489,-87.69475632036104,2,0
Pass,JIMMY JOHN'S,2463579,01/04/2023,Restaurant,1,60657,41.942396126778384,-87.65282389448343,4,0
Pass,"HING WANG, INC",1942312,01/04/2023,Restaurant,1,60640,41.96549804345954,-87.65832493927576,4,0
Pass,FLO & SANTO,2355411,01/04/2023,Restaurant,1,60605,41.86539975663988,-87.62593556962943,5,1
Pass,LOS ASADORES MEXICAN GRILL,2689613,01/04/2023,Restaurant,1,60625,41.97582181741593,-87.71172940864518,1,0
Pass,RED & WHITE WINES,2457409,01/04/2023,Restaurant,1,60647,41.91537964796298,-87.68473893840267,4,1
Fail,SHERI & JAMES FOOD MART,2882312,01/04/2023,Grocery Store,3,60651,41.90547420777515,-87.71161567739858,2,2
Fail,EINSTEIN BROS. BAGELS #3505,1904661,01/04/2023,Restaurant,1,60654,41.88926952817214,-87.62973533104446,12,2
Fail,GODDESS AND THE BAKER,2476370,01/04/2023,Restaurant,1,60601,41.886706472621086,-87.63174094543632,4,2
Fail,LITTLE CAESAR PIZZA #1650,2221,01/04/2023,Restaurant,2,60608,41.839488997116675,-87.64646085648725,3,1
Pass,DUNKIN DONUTS/BASKIN ROBBINS,2246679,01/04/2023,Restaurant,2,60647,41.91172836810168,-87.68711088184462,2,0
Pass,BORDEAUX LOUNGE BY TURQUOISE,2657949,01/04/2023,Restaurant,1,60618,41.94305483117927,-87.68273539578196,6,0
Pass,"LAWRENCE'S FISHERIES, INC.",3320,01/04/2023,Restaurant,1,60616,41.85370199736114,-87.63870832843236,1,0
Pass,THE BREAKFAST CLUB INC,12587,01/04/2023,Restaurant,1,60642,41.8898328600129,-87.662167834679,10,0
Fail,WINGS OVER CANAL,2501494,01/04/2023,Restaurant,1,60607,41.867362692616666,-87.63929319464197,6,0
Fail,D'AGOSTINO'S II,1305825,01/04/2023,Restaurant,1,60642,41.89558430998033,-87.65538895169536,10,3
Fail,GOLDEN GRAIN BAKERY AND DONUTS CORPORATION,2288717,01/04/2023,Restaurant,1,60625,41.968518497633795,-87.71263165748292,2,0
Pass,SUBWAY,1964058,01/04/2023,Restaurant,1,60643,41.67761612849284,-87.66316025686356,1,0
Pass,CARNICERIA RUIZ INC,31999,01/04/2023,Grocery Store,1,60618,41.935791573062026,-87.70738433276505,5,0
Fail,YUMMY THAI,2822782,01/04/2023,Restaurant,1,60607,41.869436666300544,-87.66247601980271,12,2
Pass,Lou Malnati's Pizzeria,1042399,01/04/2023,Restaurant,1,60614,41.92911994883241,-87.65359186197217,3,0
Pass,BABA JOE'S,2876870,01/04/2023,Grocery Store,3,60625,41.96844268351419,-87.71969561484795,0,0
Pass,NICKY'S HOT DOGS,68304,01/04/2023,Restaurant,1,60632,41.80961441468273,-87.7235017087537,1,0
Fail,PRIME & PROVISIONS,2780952,01/04/2023,Restaurant,1,60601,41.886351604488574,-87.63261394551859,7,1
Fail,NEW SUNNY SUB & FISH INC.,2464777,01/04/2023,Restaurant,2,60619,41.76581937535938,-87.61534676528679,7,1
Pass,G N P H #TWO INC,37911,01/04/2023,Restaurant,1,60640,41.96871895265764,-87.67359188435232,5,2
Pass,SUBWAY,2446619,01/04/2023,Restaurant,1,60636,41.76789331709745,-87.6640189682719,4,0
Fail,OBAMA FOOD MART,2004238,01/05/2010,Grocery Store,3,60649,41.75165523778611,-87.58082842408824,0,0
Fail,MONICA'S SWEET POTATOES,1804213,01/05/2011,Restaurant,1,60653,41.809316524975266,-87.61379035901513,9,2
Fail,KINGSTON MINES,1650,01/05/2011,Restaurant,1,60614,41.92872347700267,-87.64902257806406,10,1
Pass,FRESHII,2138647,01/05/2015,Restaurant,1,60603,41.88066457839605,-87.6270893644417,1,0
Pass,KAWA FOODS,2373814,01/05/2015,Grocery Store,1,60612,41.88106937422222,-87.68530755272025,0,0
Pass,PRET A MANGER,2103296,01/05/2016,Restaurant,1,60603,41.88059104764139,-87.6305091299425,0,0
Pass,EL AZTECA,2483311,01/05/2018,Restaurant,1,60639,41.924059105725746,-87.75172800437389,0,0
Pass,J & C FOOD MARKET INC,1227762,01/05/2023,Grocery Store,1,60618,41.953963260566255,-87.71313765408152,5,1
Pass,EUREST DINING AT BROOKFIELD PROPERTIES,2881882,01/05/2023,Restaurant,2,60602,41.883328409152504,-87.62705900255914,0,0
Pass,SUBWAY,2529116,01/05/2023,Restaurant,1,60639,41.92799528871574,-87.78575236468352,0,0
Fail,Cozy Corner Restaurant and Pancake House,2631798,01/05/2023,Restaurant,1,60656,41.979836274250594,-87.8071274172471,4,1
Pass,THE BURGER POINT,2458622,01/05/2023,Restaurant,1,60616,41.856494443726604,-87.627317220209,4,0
Fail,PRIME FISH,2463968,01/05/2023,Restaurant,1,60620,41.74810405559482,-87.64411513161956,5,2
Fail,POTBELLY SANDWICH WORKS LLC,1543762,01/05/2023,Restaurant,1,60607,41.86919159569781,-87.66401334265312,6,0
Pass,TAQUERIA CHINGON LLC,2886300,01/05/2023,Restaurant,1,60647,41.92265069127367,-87.68771967162458,0,0
Fail,WHOLE FOODS MARKET,1933690,01/05/2023,Grocery Store,1,60642,41.90939878780941,-87.65305069789407,8,1
Fail,CHIPOTLE MEXICAN GRILL #3430,2670644,01/05/2023,Restaurant,1,60605,41.86797982367172,-87.62598154133049,3,0
Pass,"BAHA RESTAURANT, INC.",2602031,01/05/2023,Restaurant,1,60639,41.93162026012076,-87.74832456297335,0,0
Fail,"BAI CAFE, INC.",2078772,01/05/2023,Restaurant,1,60657,41.94360207196127,-87.66891732656353,11,3
Pass,CAPITAL ONE CAFE,2882586,01/05/2023,Restaurant,1,60615,41.79943293964355,-87.58923799532896,0,0
Fail,JIMMY JOHNS,2767073,01/05/2023,Restaurant,1,60654,41.895062395602416,-87.62801032492992,8,3
Fail,RED LOBSTER #0277,2333153,01/05/2023,Restaurant,1,60632,41.79850994776847,-87.72316542310595,6,2
Pass,EUREST DINING AT BROOKFIELD PROPERTIES,2881884,01/05/2023,Restaurant,2,60602,41.883328409152504,-87.62705900255914,0,0
Fail,PAT'S PIZZA,1817276,01/05/2023,Restaurant,1,60605,41.87396103697072,-87.63080445228692,6,1
Fail,FAIRPLAY FINER FOOD,10940,01/05/2023,Grocery Store,1,60608,41.85198383957328,-87.68578570420526,10,2
Fail,BAWARCHI ON OKALEY,2708649,01/05/2023,Restaurant,1,60645,41.99803106929147,-87.68760322515347,10,2
Pass,TAQUERIA CHINGON LLC,2886299,01/05/2023,Restaurant,1,60647,41.92265069127367,-87.68771967162458,0,0
Fail,CAFE EL TAPATIO,2432567,01/05/2023,Restaurant,1,60657,41.943432313397565,-87.66891275635102,6,0
Pass,SUBWAY SANDWICH & SALAD,1276237,01/05/2023,Restaurant,1,60640,41.97891352967985,-87.66008655043495,2,0
Fail,LUCKY STRIKE LANES,2354295,01/05/2023,Restaurant,1,60611,41.891133170854566,-87.61916020704619,4,2
Fail,"NEW L A SUBMARINE, INC.",2289386,01/05/2023,Restaurant,1,60619,41.7383177997208,-87.60472450850637,10,2
Pass,"POSITANOS RESTAURANT & PIZZA, INC.",1959937,01/05/2023,Restaurant,1,60609,41.805447445608166,-87.66503168679836,5,1
Fail,LA FLORENCIA BAKERY,1742901,01/05/2023,Bakery,2,60617,41.70550648249998,-87.53513945323924,18,1
Fail,ELI TEA BAR,2803684,01/05/2023,Restaurant,1,60640,41.981910361685216,-87.66831166669041,2,1
Pass,TAQUERIA LAS FLORES,2694699,01/05/2023,Restaurant,1,60625,41.975805123578695,-87.7132619526397,2,0
Pass,NAPLES PIZZA,2771190,01/05/2023,Restaurant,1,60609,41.81140787653937,-87.66489739697124,1,0
Fail,PARK TO SHOP SUPERMARKET CANAL,2684483,01/05/2023,Grocery Store,1,60616,41.85665717815976,-87.63875334531697,7,2
Fail,SUBWAY,2183563,01/05/2023,Restaurant,1,60617,41.70257660937248,-87.52587169711877,6,2
Pass,CAMARON VAQUERO INC.,2294053,01/05/2023,Restaurant,1,60629,41.77919212128587,-87.72292239244632,3,0
Pass,LA BARCA,21110,01/05/2023,Restaurant,1,60609,41.80861135030531,-87.6562138229373,3,1
Fail,GINA'S CHICKEN,37407,01/05/2023,Restaurant,1,60617,41.70264615625913,-87.54067794104229,5,0
Fail,MAYAN PALACE 2,2627144,01/05/2023,Restaurant,1,60614,41.93217875319461,-87.6488453709766,6,2
Fail,STARBUCKS COFFEE #2510,2813111,01/05/2023,Restaurant,2,60654,41.889682960687374,-87.63712095614753,4,1
Pass,KLEIN'S BAKERY & CAFE,2528390,01/05/2023,Restaurant,1,60613,41.95845951159845,-87.65287375436044,1,0
Pass,RIVER ROAST,1647557,01/05/2023,Restaurant,1,60654,41.887920731996346,-87.63235953008895,10,1
Fail,MARIANO'S #8516,2326979,01/05/2023,Grocery Store,1,60614,41.92024549048859,-87.66857296261333,6,0
Pass,LASCHET'S INN,2542182,01/05/2023,Restaurant,1,60618,41.953997919864065,-87.68206242189052,4,1
Pass,TAQUERIA CHINGON LLC,2758229,01/05/2023,Restaurant,1,60647,41.92265069127367,-87.68771967162458,3,0
Pass,SWEETGREEN,2886570,01/05/2023,Restaurant,1,60647,41.92673659835983,-87.70382782692913,1,0
Fail,SUBWAY SANDWICH & SALAD,1243910,01/05/2023,Restaurant,1,60608,41.852142589161744,-87.68536057746589,3,2
Pass,JIM'S ORIGINAL,1620411,01/05/2023,Restaurant,1,60607,41.865784541221885,-87.6452147735033,4,0
Pass,SUBWAY,2516813,01/05/2023,Restaurant,1,60634,41.95407306311155,-87.78674347222507,1,0
Pass,EUREST DINING AT BROOKFIELD PROPERTIES,2881883,01/05/2023,Restaurant,2,60602,41.883328409152504,-87.62705900255914,0,0
Fail,LEMME GET UMMM,2856302,01/05/2023,Restaurant,2,60615,41.80189763712391,-87.62220008978774,5,1
Pass,DEVON MARKET,1042888,01/05/2023,Grocery Store,1,60660,41.99822825376651,-87.66710446646866,7,0
Pass,PANDA EXPRESS #1878,2059545,01/05/2023,Restaurant,1,60611,41.89168851736832,-87.62430717812579,0,0
Pass,EL MIRADOR RESTAURANT,2427620,01/05/2023,Restaurant,1,60639,41.931457214225205,-87.7605265711278,3,0
Pass,ARABESK CAFE INC,2068691,01/06/2011,Restaurant,1,60625,41.96819485557913,-87.72227079662382,0,0
Pass,LIFE TIME RIVER NORTH AT ONE CHICAGO,2823344,01/06/2022,Restaurant,1,60654,41.89655847960636,-87.62885920239039,0,0
Pass,PROTEIN BAR,2138022,01/06/2023,Restaurant,1,60601,41.88670422864661,-87.62805355978018,0,0
Pass,REILLY'S DAUGHTER IRISH PUB,2584039,01/06/2023,Restaurant,1,60638,41.789329323265385,-87.74164564419637,0,0
Fail,LA MICHOACANA FRUTILETA #2,2652317,01/06/2023,Restaurant,1,60639,41.91724548227196,-87.72894168564135,1,1
Pass,DISCO TACOS,2827150,01/06/2023,Restaurant,1,60613,41.96147827109243,-87.66949202485075,0,0
Pass,JASON'S DELI,1909063,01/06/2023,Restaurant,1,60607,41.86565118211974,-87.63934463078186,3,0
Pass,CORNER BAKERY CAFE,1649356,01/06/2023,Restaurant,1,60603,41.88007510168006,-87.6324578753162,4,0
Pass,PETE'S PIZZA,1245927,01/06/2023,Restaurant,1,60618,41.94966455107424,-87.68819214082336,13,1
Pass,FOOD ON THE RUN,2713354,01/06/2023,Restaurant,1,60620,41.747422254096726,-87.66350827834202,0,0
Fail,M & H FOOD & DELI,2886652,01/06/2023,Restaurant,1,60628,41.703415218678,-87.62080967911609,10,3
Fail,TACOS EL MERCADITO LLC,2876629,01/06/2023,Restaurant,1,60638,41.77809971363702,-87.7649646656073,1,1
Fail,WESTIN RIVER NORTH CHGO HOTEL - EMPLOYEE CAFE,55254,01/06/2023,Restaurant,1,60654,41.88807037763845,-87.62969225672218,5,2
Fail,ENERGY FIT,2560754,01/06/2023,Restaurant,2,60634,41.9384201229357,-87.76992299038338,3,2
Pass,CASA ROMAN,11900,01/06/2023,Grocery Store,1,60626,42.008856472240936,-87.67408037396193,2,0
Pass,PANERA BREAD #6149,2808726,01/06/2023,Restaurant,1,60612,41.87503334144109,-87.66875300130346,2,0
Pass,POKE BOWL CO,2528819,01/06/2023,Restaurant,1,60642,41.90939878780941,-87.65305069789407,2,0
Pass,KENTUCKY FRIED CHICKEN,2565167,01/06/2023,Restaurant,1,60649,41.7592577374356,-87.58560213727299,7,0
Pass,DOMINOS PIZZA,2882078,01/06/2023,Restaurant,2,60651,41.895615313545314,-87.70670532510552,1,0
Pass,JACK AND GINGERS,1767508,01/06/2023,Restaurant,1,60647,41.917829917196265,-87.67953075090323,2,0
Pass,ROTI MODERN MEDITERRANEAN,2559602,01/06/2023,Restaurant,1,60642,41.910948762561205,-87.65315955127153,4,0
Pass,WHOLE FOODS MARKET,2863386,01/06/2023,Grocery Store,1,60642,41.90939878780941,-87.65305069789407,3,0
Fail,SHOP-N-SAVE,2767279,01/06/2023,Grocery Store,2,60619,41.765501123078735,-87.62017368759007,22,4
Pass,"PANADERIA AYUTLA, CORP.",1884826,01/06/2023,Bakery,1,60626,42.00843197634142,-87.67368384444221,4,0
Fail,HAPPY MART,2689023,01/06/2023,Grocery Store,1,60616,41.85205082671266,-87.63287403404587,11,1
Pass,AMSTAR,2152845,01/06/2023,Grocery Store,2,60620,41.730593381254266,-87.66305762988213,2,0
Pass,HUDSON NONSTOP,2791520,01/06/2023,Grocery Store,3,60638,41.789329323265385,-87.74164564419637,0,0
Fail,DUNKIN DONUTS AND BASKIN ROBBINS,2405626,01/06/2023,Restaurant,2,60616,41.84755805016441,-87.64549599168248,7,1
Fail,SAKURA TEPPANYAKI AND SUSHI,2064355,01/06/2023,Restaurant,1,60614,41.93285532207793,-87.64773750079577,16,8
Pass,WHOLE FOODS MARKET,2368402,01/06/2023,Grocery Store,1,60615,41.80182963116751,-87.5878260476961,7,0
Fail,TACO BELL,2647183,01/06/2023,Restaurant,1,60609,41.80983789260474,-87.6751211979834,3,2
Pass,SUBWAY,1980425,01/06/2023,Restaurant,1,60634,41.945598987087536,-87.7665992429523,3,1
Pass,Hearth and Crust Restaurant,2464729,01/06/2023,Restaurant,1,60618,41.95387754108717,-87.718238078095,2,0
Fail,THE CONGRESS HOTEL,49248,01/06/2023,Restaurant,1,60605,41.87525982581901,-87.6243966738356,5,3
Pass,NICKY'S RESTAURANT,49913,01/06/2023,Restaurant,1,60620,41.75104964416283,-87.68272735043797,1,0
Pass,"ITALIAN VILLAGE RESTAURANT, INC.",1237,01/06/2023,Restaurant,1,60603,41.880591895360816,-87.63044232703336,3,1
Fail,WingStop,2443157,01/06/2023,Restaurant,1,60608,41.8521436196765,-87.68504520753409,2,1
Fail,POPEYE'S#835,2594633,01/06/2023,Restaurant,1,60624,41.86621301898216,-87.7127816493052,8,3
Fail,WENDYS OLD FASHIONED HAMBURGERS,2308240,01/06/2023,Restaurant,1,60628,41.68194036015946,-87.64195936290173,5,1
Fail,WESTIN RIVER NORTH CHGO HOTEL- MAIN KITCHEN,55255,01/06/2023,Restaurant,1,60654,41.88807037763845,-87.62969225672218,13,3
Pass,SUBWAY,2470205,01/06/2023,Restaurant,1,60626,42.00155690675642,-87.67165231818775,0,0
Pass,ELVIA GAMA,2423902,01/06/2023,Restaurant,1,60647,41.91723544708353,-87.71165855157675,4,0
Fail,EL TEXCAL RESTAURANT,2652423,01/06/2023,Restaurant,1,60625,41.96843111302068,-87.72076005083134,4,1
Pass,ARMANDS PIZZERIA,2064468,01/06/2023,Restaurant,1,60618,41.95762626112201,-87.68842561175057,5,0
Pass,WINGSTOP RESTAURANT,2728527,01/06/2023,Restaurant,1,60609,41.80861587986066,-87.67638448034334,1,1
Fail,THE CONGRESS HOTEL,49256,01/06/2023,Restaurant,1,60605,41.87525982581901,-87.6243966738356,8,1
Pass,DOMINO'S,2483064,01/06/2023,Restaurant,2,60651,41.895615313545314,-87.70670532510552,0,0
Fail,TAQUERIA EL TAQUIN,2437446,01/06/2023,Restaurant,1,60633,41.65341672991905,-87.54576846807524,14,2
Fail,MINNA'S RESTAURANT,2374752,01/06/2023,Restaurant,1,60639,41.91695672568109,-87.75280847188141,2,1
Pass,TAQUERIA LA CIUDAD,2812788,01/06/2023,Restaurant,1,60609,41.802825619757144,-87.6646684305344,2,0
Fail,CHICAGO PRODUCE,1865,01/06/2023,Grocery Store,1,60625,41.96848537331812,-87.71587132951537,5,1
Pass,THE MOONLIGHTER,2484008,01/06/2023,Restaurant,1,60647,41.91750971586693,-87.70721668999688,2,0
Fail,TRADER JOE'S,1991799,01/06/2023,Grocery Store,2,60613,41.94996117114196,-87.67567112925495,3,1
Fail,BARRACO'S PIZZA AND THE VINEYARD BANQUETS,2636205,01/06/2023,Restaurant,1,60643,41.72093007202349,-87.67509659799771,9,1
Fail,DUNKIN DONUT,2109876,01/06/2023,Restaurant,2,60617,41.7299824882975,-87.55140126696199,12,3
Fail,KAM FUNG RESTAURANT,2616223,01/06/2023,Restaurant,1,60616,41.85227106094055,-87.63272835813885,6,2
Fail,CHICK-FIL-A,2767043,01/06/2023,Restaurant,1,60607,41.86878882228545,-87.64091692235533,4,1
Fail,EL NUEVO TACONAZO,2437850,01/06/2023,Restaurant,1,60608,41.85214284687163,-87.68528173498287,10,6
Fail,THAI BOWL,54665,01/06/2023,Restaurant,1,60607,41.869366867653206,-87.65307781491383,12,1
Fail,WESTIN RIVER NORTH CHGO HOTEL - EMBER,55247,01/06/2023,Restaurant,1,60654,41.88807037763845,-87.62969225672218,12,2
Pass,NICK JR.'S GRILL,1992471,01/07/2013,Restaurant,1,60707,41.90910578560824,-87.7970900667382,0,0
Fail,Yuki Hana,2288847,01/07/2014,Restaurant,1,60657,41.93528683052736,-87.64707246891297,0,0
Fail,Yuki Hana,2288846,01/07/2014,Restaurant,1,60657,41.93528683052736,-87.64707246891297,0,0
Pass,THE GODFREY HOTEL CHICAGO,2233059,01/07/2014,Restaurant,1,60654,41.894706183704464,-87.63242229170142,0,0
Pass,RAPIDITO,2283146,01/07/2014,Restaurant,2,60614,41.9322141790719,-87.67498720120979,1,0
Pass,BRAZILIAN BOWL FRESH GRILL,2437092,01/07/2016,Restaurant,1,60625,41.9685605606405,-87.70853637445603,0,0
Fail,Red Square,2177682,01/07/2016,Restaurant,1,60622,41.903331032063555,-87.67543391800301,11,5
Pass,DEFLOURED,2442791,01/08/2016,Bakery,2,60640,41.97974300062088,-87.66781107510946,0,0
Pass,CHIPOTLE MEXICAN GRILL,1044712,01/08/2020,Restaurant,1,60604,41.87833154856475,-87.62732389735858,0,0
Pass,Embassy Suites Hotel,1546507,01/09/2014,Restaurant,1,60611,41.8914048806943,-87.62008122973772,0,0
Fail,TOMMY'S ON HIGGINS,37611,01/09/2015,Restaurant,1,60656,41.98016396176816,-87.80207994293053,12,3
Pass,SUBWAY,2621567,01/09/2020,Restaurant,1,60609,41.815329857960506,-87.66528799042858,0,0
Fail,UNCLE REMUS,2642353,01/09/2020,Restaurant,1,60644,41.88040118054544,-87.74408951751022,20,4
Pass,LOTTIE'S PUB,31190,01/09/2023,Restaurant,1,60622,41.915854880451626,-87.6762179092616,2,0
Pass,COREY'S NYC BAGEL DELI,1403499,01/09/2023,Restaurant,1,60642,41.910729292099305,-87.65315262189527,4,0
Pass,BURGER BARON,9051,01/09/2023,Restaurant,1,60642,41.89091932924198,-87.66218858298451,7,1
Pass,MIDDLE EAST GRILL,57451,01/09/2023,Restaurant,1,60640,41.97629123440587,-87.66897680929686,4,0
Fail,OLIVE MEDITERRANEAN GRILL,2555849,01/09/2023,Restaurant,1,60605,41.876965234383015,-87.63344261019748,7,3
Fail,MARIANO'S #8538,2446998,01/09/2023,Grocery Store,1,60657,41.93733843730944,-87.64445647150518,7,2
Fail,TAQUERIA SUPER BURRITO INC,2776095,01/09/2023,Restaurant,1,60622,41.90863767362906,-87.68732449576194,1,1
Pass,"NEW WEST SIDE GYRO INC.,",2840093,01/09/2023,Restaurant,1,60612,41.87136341003245,-87.68631728625324,3,0
Pass,PETE'S GRILL,2664621,01/09/2023,Restaurant,1,60626,42.01920330831344,-87.6735792364474,2,0
Pass,DUNKIN DONUTS,34217,01/09/2023,Restaurant,2,60666,42.008536400868735,-87.91442843927047,2,0
Pass,TUSCANY CAFE,1916161,01/09/2023,Restaurant,1,60666,42.008536400868735,-87.91442843927047,5,0
Pass,THE LITTLE INDIA,1892841,01/09/2023,Restaurant,1,60660,41.983542609997954,-87.65842914502518,2,0
Pass,7-ELEVEN,1915777,01/09/2023,Grocery Store,2,60607,41.86939363940578,-87.66515238810635,2,0
Pass,SNAIL THAI CUISINE,1617795,01/09/2023,Restaurant,1,60615,41.79510794419416,-87.58467767057986,2,0
Pass,THE GREAT AMERICAN BAGEL,1879166,01/09/2023,Restaurant,1,60666,42.008536400868735,-87.91442843927047,2,0
Pass,DUNKIN DONUTS AND BASKIN ROBBINS,2405626,01/09/2023,Restaurant,2,60616,41.84755805016441,-87.64549599168248,7,1
Fail,HOTEL JULIAN,2583575,01/09/2023,Restaurant,1,60601,41.88496522149707,-87.6246241985837,6,6
Fail,MADISON 4102,2845057,01/09/2023,Grocery Store,3,60624,41.880803325267415,-87.72831805265798,2,0
Fail,S2 EXPRESS GRILL,2678193,01/09/2023,Restaurant,1,60609,41.80162841617951,-87.645492014632,6,2
Fail,KENTUCKY FRIED CHICKEN #5287,2523422,01/09/2023,Restaurant,1,60617,41.722241316658945,-87.5843801363996,13,3
Pass,PODHALANKA RESTAURANT,10559,01/09/2023,Restaurant,1,60642,41.90324286545451,-87.66706204782344,4,0
Fail,Hirsch Metro. (H/S),47031,01/09/2023,School,1,60619,41.75376120204399,-87.60176452344395,9,2
Fail,TIGER SUGAR,2827991,01/09/2023,Restaurant,2,60616,41.854059306572985,-87.63261533073911,7,3
Pass,KANELA,2458615,01/09/2023,Restaurant,1,60640,41.98020464496523,-87.66815868013656,5,0
Pass,OMARCITO'S LATIN CAFE,2886398,01/09/2023,Restaurant,1,60647,41.92422112044345,-87.72202184197629,1,0
Pass,DUNKIN DONUTS,32534,01/09/2023,Restaurant,2,60622,41.90452395740259,-87.66767409011773,3,0
Pass,ME-GA CARNITAS,2616796,01/09/2023,Restaurant,1,60629,41.777509836196906,-87.72287892184079,2,0
Pass,BUFFALO WILD WINGS #870,2886469,01/09/2023,Restaurant,1,60640,41.97868641481756,-87.66008011904978,2,1
Pass,WENDY'S,2636249,01/09/2023,Restaurant,1,60620,41.734880618955415,-87.6255519405575,2,0
Fail,KABOBI,2313793,01/09/2023,Restaurant,1,60625,41.96807735259296,-87.70860691495594,8,1
Fail,BAR SIENA,2308791,01/09/2023,Restaurant,1,60607,41.884496686293886,-87.64866550824529,8,2
Pass,ALBERTO'S PIZZA,6475,01/09/2023,Restaurant,1,60626,42.00803844718281,-87.66481711901136,1,0
Pass,TASTEE ROLLS 2,2758012,01/09/2023,Restaurant,1,60619,41.75114056062127,-87.6199442942335,7,0
Pass,ALOHA POKE BELMONT LLC,2469852,01/09/2023,Restaurant,1,60657,41.93984770566612,-87.65095480876889,3,0
Fail,ALESSANDRO VOLTA ELEMENTARY,25681,01/09/2023,School,1,60625,41.97160604981699,-87.72464138821852,10,5
Fail,"TAQUERIA MISANTLA VER, INC.",2886356,01/09/2023,Restaurant,1,60623,41.846538888991475,-87.70495285575998,7,1
Pass,RED LOBSTER #0277,2333153,01/09/2023,Restaurant,1,60632,41.79850994776847,-87.72316542310595,11,3
Fail,WINGSTOP RESTAURANT,2823020,01/09/2023,Restaurant,1,60641,41.93710698410429,-87.72698208255794,1,0
Pass,AUSTIN DOLLAR & GROCERY,2882455,01/09/2023,Grocery Store,3,60639,41.93104020364298,-87.77519906757736,3,0
Pass,SUBWAY SANDWICH,1646134,01/09/2023,Restaurant,1,60620,41.75032238740821,-87.64418240605828,3,0
Pass,Ray,25071,01/09/2023,School,1,60637,41.792349674468525,-87.5947154417806,3,0
